User_ID,Username,Email,Password_Cleartext,Password_Hash_SHA256,Salt,AWS_Access_Key_ID,AWS_Secret_Access_Key,Google_API_Key,Slack_Bot_Token,SSH_Private_Key_Snippet,DB_Connection_String,Last_Login_IP,Account_Status
21670,ashley67,ashley67@gmail.com,Z70QDN9fDJg_,c16ed1f4b9c5cc45181ffddab8ac4059150982032e98193e193fb90eb95b662f,0agpBDrUJaCEcldq,AKIAGI58WK20JFBF0FSN,Qr66ymATyKLpXcEgwweSAofNPqWe7gafytORDbt+,AIzaOzJwALZaFfKF8QrHrp0aFZmUruYUTHyS2L0,xoxb-6028688183-6285580075-tHhgCCFcLzrK2jIVJfDposRL,-----BEGIN RSA PRIVATE KEY----- Y5hbUghbgXMuqSJa/SdOkjXGNvP6ic5NSh4n98HqjDpdcrnTCk...,mysql://ashley67:Z70QDN9fDJg_@192.168.1.50:5432/production_db,112.170.43.32,Active
82949,deborah52,deborah52@gmail.com,Hfi@B@UfuYM8,8319ae5edb72b3b99a628240df46603f27bd5cf7057cc72c29db550a7875331d,JXf1v4nEQAxWGsNV,AKIAIC764HY5ZN9Q0ISN,loiDafdNzhmyO/4VFifkZlQnsF4Sg2LsqLOlHcwO,AIza6wMtnt6QhbrNUck5mvj-kxHL7MqBwfTkIe6,xoxb-9103627373-6407066728-sm2dHibNNfl5KgjLO4ckA6L6,-----BEGIN RSA PRIVATE KEY----- cK/EsXFq8RxRDKPVrVAyZDu1eqo0V5s5d8QV1og6VpP1M72bU8...,postgresql://deborah52:Hfi@B@UfuYM8@db-prod.internal:27017/production_db,38.169.205.204,Compromised
12304,donna52,donna52@gmail.com,5n7zC6Io!!_0,ace8a1e7f061509438a97d80c54512bb6f4e825d319736dd0e00d6f7dcaa67c4,3bscXOpx2TuRxjUu,AKIALE1L5FAMHI31ZRVU,rndV5ZcRz/3omR+xd9tpaf8JkHjsvO9m5El/g3hq,AIzaxjs0Jx_KsoGky6GZRgccqX9EGMX5mxDTUh2,xoxb-6009435301-2930544700-r4M8gEXUEBLqjbNzlshdmEMe,-----BEGIN RSA PRIVATE KEY----- CO+xHnpA/WAza9m0sWWFVCTtjMMFeDTiSunk5J/YzEVB/GWwzL...,mongodb://donna52:5n7zC6Io!!_0@192.168.1.50:3306/production_db,79.116.225.243,Locked
84372,jason56,jason56@gmail.com,)28PT^dImjak,2ea86585cf60d3c95dcbd77019e8d0b607adc42d775b40308caab869a406e575,nkrMCPkRqs7fu5bS,AKIADBF3321K3SMXF7XQ,p8J7lFSokzFKU87GYKgKpLV33urYJAkHkZMBZg5R,AIza46UC8WOuzxXAcI8fhAb4GTM-Zn2ScIZTN2o,xoxb-7509315968-1833908952-9eg4v8dIMRzLFKr7luYYQYeL,-----BEGIN RSA PRIVATE KEY----- urUzXyEUU4R0mZU0odqT5C6vOcb3bp4Cv0dK/HUmO2R5812r8H...,postgresql://jason56:)28PT^dImjak@localhost:27017/production_db,118.78.252.217,Active
42057,renee88,renee88@hotmail.com,^ycKLanH+q0r,2952ae1b8ad0a66aac1f8e668f6bca2d8b10d5d5de3a4c02bbd0a068a61920bf,WfPrNwmBG8PhW4NE,AKIAF0JOMMVAS9Y5I6D3,5oN8T7V2g0wugdhOuERt2QI0FlWoNoBKHdjTLUsa,AIzaLCYr9teAL5o93rHXoYTjEiGkp0uJilpNi_1,xoxb-9994509558-6931094750-pE1u37WiKlNXLKEWo1zaf41g,-----BEGIN RSA PRIVATE KEY----- 5RqjWosO4IC0zp59wl/T24zO8b2ssNEXobqV3D9ABsEH60R0OC...,jdbc:sqlserver://renee88:^ycKLanH+q0r@10.0.0.5:3306/production_db,30.174.25.80,Compromised
67332,brent32,brent32@gmail.com,DK@XdMDcFF25,090e42ad234205eaa4c5937966da637faf30a5e3cdf0fbfd0f5d9e8bf854f73d,OoV6yD6q72Ga9EwG,AKIACUP22KHCNKKVAMMP,kSEI6wjatZpL74g2YPjIsS2N20ljg2MIykGaQWrT,AIzao7R51ZBhn1VbbBTQ8339iNaitLBufutzx5C,xoxb-2703446598-1850992109-mzbqTylGDc7iXH4r8qzXSBCz,-----BEGIN RSA PRIVATE KEY----- qXfIwM4sYKN9J6ZPpv+addyTQen8PYPvQMPrmGNDa8kqONoaph...,postgresql://brent32:DK@XdMDcFF25@localhost:1433/production_db,81.70.54.43,Active
88135,miguel48,miguel48@hotmail.com,Z#m@+wHd*8rj,505f65e96f06849f25c6b25e63937d61291faaf0e53b85b5e85cc7f4d81ea8fb,qDbNpgDzoKz4tRCp,AKIAEJTY9KDXZZ366QU0,xwllkTcCb5ks0a8/9gPTYm65nZm/QVwgd4x5IpRt,AIza4B_Nmgdrfmpf9JJXmxmiLY4wZQZHnB0TUJx,xoxb-9820538252-7539527485-5qIoM7yGl7v0QDTh99SJ0Ifu,-----BEGIN RSA PRIVATE KEY----- Qi+lSq9PPKN+y+n3AfCI/fDM19XwachBQY1iLDWH/JO1t20uT1...,mongodb://miguel48:Z#m@+wHd*8rj@db-prod.internal:3306/production_db,179.195.74.79,Locked
11804,krystal50,krystal50@hotmail.com,KO#RT8ng(2d2,cbe9f2a3b6d61d1f826fc0b37cbce196f8806375603f8b26da8bd57fba38fb68,wN0c5swJPwMt6ZEg,AKIAAVVFAZ0XFFXB20PA,X1HMslxtIztfEqCfJ5RxVceemaIDUTdrgb4HXPtx,AIzaLEBjdgg27GVa3YJkiVg7_jKMYp75vw3XnqJ,xoxb-5155465463-5294409010-Hf8t0XZBxgAjN7X28Q40V3CU,-----BEGIN RSA PRIVATE KEY----- eomB+eubD+G+oE6smaWYABxLVAzuITRzd0wsumW4JsYYZ/nt0G...,mysql://krystal50:KO#RT8ng(2d2@localhost:3306/production_db,89.168.98.192,Compromised
82062,jason30,jason30@yahoo.com,Q0&0rFc3^kO4,d45ea2e21c45df2a3d6cb1ff82389824b8ebf6278f0a0593bfe19bcfd1b4d955,LLCn467VcDcnyQvt,AKIAZD56ZB7KV91FZHPW,OGN91x9DtpP/Rob/ph9+IyafIOrGTz3IGw4TPk4D,AIzanKxZK4KUpDAIWNGsHU6XX6FkpVodLOLx_UB,xoxb-8462456085-7346945919-Yq4fJVo5eofiE3pqggTyuZMN,-----BEGIN RSA PRIVATE KEY----- j08YZR3wvVMwxnxc6eUUWCpsfSLI5LAMpr+Ovypt9YnIxjtIXQ...,jdbc:sqlserver://jason30:Q0&0rFc3^kO4@192.168.1.50:3306/production_db,166.195.242.248,Compromised
75577,patrick84,patrick84@gmail.com,UWJ5ZmJf@!mZ,9b2d6181d0aa4e723ff5560406dd7eb60c5293598b918bfffe3925199a6a82a9,2gGBFRnmwZpPS7BF,AKIAD3VF0EA08EFMIT1H,hRYfqmxQmiNu/VraiXMqwsf6ztCs6xyIfvC5NhzZ,AIzaQfEmBHG0gE4Z5dblYXc_-nEC-cXdv7TiIUv,xoxb-5205896248-4950512539-D4UvyXzFwtO494KBb0xWNAK7,-----BEGIN RSA PRIVATE KEY----- HqKmsfss5sBgdXFuilS/1pqS5UKNlZa7AbaU/UIUmk64BePEAE...,mysql://patrick84:UWJ5ZmJf@!mZ@localhost:5432/production_db,91.169.90.138,Active
27027,carlos71,carlos71@hotmail.com,RIQTy8n6R&4c,201afe54df7e24ccb815681e64bf3aeaff8a32189b6b0f29db84b829b0372b86,VW2GaP3hk7l1pFdC,AKIAJT4027XTAQUAYVUE,70Z7BpO+Xm0EYFysw8YMRVqZecf4/RqFyCit1k+1,AIzahrdtBPRJ-XPBa5MSgFG45nJkr9pmyL8wgHB,xoxb-5034765762-7013905127-lszVv0ZXvSxBE1JeFD5AWiFp,-----BEGIN RSA PRIVATE KEY----- zkrYWPUU/04jSuArgaBpj962kgCdS9azafhQ4tR6g5WWd6YH4M...,postgresql://carlos71:RIQTy8n6R&4c@192.168.1.50:27017/production_db,208.60.99.227,Active
11918,april33,april33@gmail.com,g*T+2E9szixS,33fd7d4f3f4f355d949e01fba1bb48952d2530585a1cb10d2e22deb206302963,y0O53N2tZScsCUvR,AKIASBVLKRPDCAB60IDD,ezbhUJShQyt5tzfIbJxLeafWGXjc23VoETpDH2fZ,AIzaeEnbXHwtqewkdxj0XzWSKVJpwulZtqKlxfV,xoxb-7274391195-6406576961-2cfHa2uPOgu10eUrMYDCEllD,-----BEGIN RSA PRIVATE KEY----- sCYAK0hqBf7UZoBGzJ+F0PMSyAR2SRPqWqx2F+ZjLxheE/eT2x...,jdbc:sqlserver://april33:g*T+2E9szixS@db-prod.internal:5432/production_db,176.129.212.220,Locked
99128,anthony49,anthony49@yahoo.com,4QoP0&RjWD$!,b2443ec02a3bcf3375f875a18a11b85c353319d528bc1947d0f8050104304f0a,SMbHFr2cF0G4KeXZ,AKIA367YJN47FAZZOFUE,H8vepPa+7YPx0N7EZgbIShpx2JmLzucBxTgry3/0,AIzav6XgA3CjsvZbKcMdbkO4IzGidA784yvUe9p,xoxb-1717325487-9572461635-PWDvGj9vkAhG19H5IaZPXD9i,-----BEGIN RSA PRIVATE KEY----- iyd9V3cTRQZHvDfrSqvi6x2Wdt4lx0XMd5wrp6IryTLDHXGCwp...,postgresql://anthony49:4QoP0&RjWD$!@10.0.0.5:5432/production_db,96.91.98.123,Locked
18946,colton81,colton81@yahoo.com,2*$oLSkF0!5L,d2c3b1b80bc448c84b8a11b60a296bd1efbe413e9097535f5066e4d29f90da07,XTLlD94EtGbmYpYu,AKIADQ2G8U9TTUQ7IYFO,LANAv4nnBZuiHegNLua4nob8ttwgTUT8tVTxaKQu,AIzapzWji5PDBOMgrpwS8E00wSbD_R4XPdklNCs,xoxb-1391346338-7008735220-G8ZY5SufOKCep2S5IAlEMHj9,-----BEGIN RSA PRIVATE KEY----- KD5izBjQed1wuTxvCLastT4i4nd0IV9H4fp5DHn2nlCVXeH6px...,mysql://colton81:2*$oLSkF0!5L@10.0.0.5:3306/production_db,41.114.8.23,Active
30535,cassandra15,cassandra15@hotmail.com,9sU#rqoPzZ6@,c74ed63002d9a0e9f76c9668583032306d4b3f3448a40af02cd0422eeba81c40,aTq2Xiu1UCZBi0Ix,AKIA1833YXXTANE9FNJC,hHY9X4FQAz7vGV40X4fO4adBfXqERrkX0NXro4mJ,AIzaKK5Jx4z1VOmvxhzoz2YaPHr4OPx6ca9e44D,xoxb-9247191811-2225729643-zaXE2702gymRpCQqqjR3l6Zy,-----BEGIN RSA PRIVATE KEY----- GxctTaeFGc0Ybrf/M7cSZL8/0vRqfm3fyoVR/tGYeTgYWKNfhb...,mysql://cassandra15:9sU#rqoPzZ6@@10.0.0.5:5432/production_db,25.161.9.146,Locked
17536,sean28,sean28@hotmail.com,(G7br)o#4a&F,7cecd6962e6f4b0b736233a2806d02d17f881aa8e9dfcb2eedea98c503ffa571,X3SfsmnknZxgNl4A,AKIAJRTWJ0AT14BMCVWE,dyHAQ8RFJtH+3UCIiKNvrDsAe8aihU0ZhGfGcRlF,AIzaiZEDR1z8_3DOkfyvONfMC5JtorpvRsVu3wt,xoxb-3093731088-2512381753-5KjNUYVMRIpeM82Isu1wYMQS,-----BEGIN RSA PRIVATE KEY----- jSnWvexra+A3X9bVEsBldgj4yLBeTxLx8g3gp06RT0+a4Rr0Pv...,mysql://sean28:(G7br)o#4a&F@10.0.0.5:1433/production_db,128.86.159.232,Locked
18378,heather37,heather37@gmail.com,$!2jwL2UXR9O,4742a17c4fe09bf4c12c58f84bb5bb5aa4a5044d6cd0d32507b4cc06f4eefc9a,kYoO2BinMpQFZd0V,AKIA4J9Y754CZ9YH2EX2,ZZKf1/PsIedaiOKqvUetsM9Nf+RQt4RnLIZn8RYI,AIza8-s0modQlYUoI4vnUYJNJ7j57-SQY1iS8bV,xoxb-2817967079-3141078202-Y10Y2vIt4mqOWCKSyarNYK4w,-----BEGIN RSA PRIVATE KEY----- htfH3dsNCdRRr8WBXcSnymKBzraReYNSzNQjzXDHrqacwYLK4X...,mysql://heather37:$!2jwL2UXR9O@192.168.1.50:5432/production_db,129.221.201.141,Compromised
27474,richard30,richard30@yahoo.com,)51(rkZM%ZgF,5ba4bffc593914a84dc3d3181dcaef6fa26910dc7bceb3a4d2a297c12ff47799,syt4CQaCXi0e36TK,AKIAGP1B5TZYX8Y39YKV,mZtlyVtfw7CsGHoHnVkY46qAOtP39liPt1M++11z,AIzaejT7f87BJkdAcadNexBZk_Pk1tay7ymXaIk,xoxb-1035049917-3225220827-Qqiu88oAe3223Ann5esfE8Da,-----BEGIN RSA PRIVATE KEY----- dIWkQuAPW9jLJ1yjupPzco/+f53o8fnEXLL2fGUyd1SYvIgyTW...,mysql://richard30:)51(rkZM%ZgF@192.168.1.50:1433/production_db,198.43.190.123,Active
47558,mckenzie79,mckenzie79@yahoo.com,+Hcmwz7#6I3U,8c951c8de479d6b6ba72d8d897d9f7e02325c213bde31a1cf736e6cfd24f76e4,cMYJTaEKdIUbk7yb,AKIA05U0RV8OA0L6NMWN,IK6I9qU4LTQO2KJ++Hm8QyFTyJy9hJPfqiQKxOZ6,AIzaNpWC0OZzmUU2Rpavak31iBE0j83d0TWl2Ue,xoxb-8060204618-2651422032-aAOqeAgic0nxMrR2puv8KJTC,-----BEGIN RSA PRIVATE KEY----- Cxoryk9IfJsUGMWI52+1AjVGzjuAthx+9//XsJTOytvqnbVE2n...,mysql://mckenzie79:+Hcmwz7#6I3U@db-prod.internal:27017/production_db,97.91.154.61,Locked
83951,elizabeth70,elizabeth70@hotmail.com,#l!E)Av80Zc1,0a1def81f0dbdc629cff6f523b07bfd37e782b39b7b69ba6a89181282970f5aa,eWtUddoq0s3pd4AG,AKIA2O2V3229RQH067GG,kqKyoZQKNntZlcHiekeyCs+2DzmPpOKYdG892aTe,AIza-MQPtznvVcYCI9z4Xy6YKLXTSm2MmToGaIx,xoxb-1467191707-5139179202-A79wqaDOibTJD542hJkPPYTc,-----BEGIN RSA PRIVATE KEY----- HI2Yu79pIr3gkJCVr5c+IXqxsuZDw2jJlpLLNfQ45sSnpjU1hV...,postgresql://elizabeth70:#l!E)Av80Zc1@10.0.0.5:1433/production_db,116.140.43.11,Active
63293,brandy6,brandy6@hotmail.com,M@(4XYh!)#Ri,5cf38fa699675222325781d6a25db90e7bdc5a75e63b737e64c29b6a63151252,YUHKo8TII5MCHawU,AKIAJENHQTZK8P5466WY,AA3lHHgw/bkaa05AknJBO+MnM9JCrO6cNYWuFuVC,AIzajGguZJ-ShxFBGsGhZQy-nbj_AbBT4tVmlao,xoxb-3370511182-3529485605-1BTBvUGce42Y56IQGieZla2v,-----BEGIN RSA PRIVATE KEY----- uY1kDEEdutxYT2LaXAB3CeC9+2Z+cJTtjxgenZODg1mCAYWkhF...,jdbc:sqlserver://brandy6:M@(4XYh!)#Ri@192.168.1.50:5432/production_db,8.152.162.204,Compromised
66983,dominique58,dominique58@yahoo.com,Oh%#DkoDR27k,49dd6c53faabfc3d7713159b4f538af754194e05c5ef8e4b2d6fc572524bd4f7,lpsFw3ItGKwd44aR,AKIAR0P1XZF5814NR8KY,tTwZS34tnTkTNb6nutY3AZitwRZGNqTwYCNQ7gaV,AIzaCdoHbUXm_TEkdcVhiFjwDFBvPxrVJITwhDz,xoxb-8913978947-5745436863-IOEd0Ha48cDmgC3iuOgznPYL,-----BEGIN RSA PRIVATE KEY----- RKCZv/B+5iJU9rXuthC6rews+AX4xWhjjmlbAHK0ONub6h4ujB...,mongodb://dominique58:Oh%#DkoDR27k@localhost:5432/production_db,5.80.3.110,Compromised
60388,robert24,robert24@yahoo.com,d6E0WErO%ew#,8fd3cfd618632f97e53be3d5ca12ef0340b78dc0e6ad5b0b7fa1f611b3bf3d74,0IXxWVuHUMMVF7eA,AKIAXN7QDZ5EDEAOMY3C,YH0nmR+amlIBqg8S1eGlmuQN7rY6RZho4rBkSwYB,AIzaAJ-JcuEpLBgsSi0xXx6PeJn5_cBxNNBl7ZT,xoxb-3068371444-4009027511-w8hFo8B7EALrfei5i6dnPtJE,-----BEGIN RSA PRIVATE KEY----- vXaxyD7KI8U0zQVMEhN2Jh5euz+gYStPRSK2Ch/bpqCthaHiOB...,postgresql://robert24:d6E0WErO%ew#@localhost:27017/production_db,155.28.98.39,Active
33076,vicki81,vicki81@yahoo.com,L2OJh(uB%Q5J,e46b747e160056163a90f7da1e1b76f6386d113628bb75ff0bab361cf68ece23,nK0n6Jc3WVBUOL9u,AKIAI92LXPCOPZOG0P4T,lGvnmXretlHJTZ4ICENIN9eCKzo1aq+rvCFDE+Qk,AIzaxlsg8lMFzOEfsHlsi_2M-t5veKeyCmFpVIc,xoxb-7670542349-7567993285-dqf7vPOk2JNVppJ2Cz9ZiVSE,-----BEGIN RSA PRIVATE KEY----- sQBiE6r2r5+x7xHgF9MBEdsI91M4GktQfgZEQlbIR5SbXDFCSN...,mysql://vicki81:L2OJh(uB%Q5J@10.0.0.5:27017/production_db,122.69.24.204,Active
73718,bryan41,bryan41@gmail.com,*5VNc68m6lmg,ef63d50d14f65637b42c08e127a9528e48ce432b767c3f6568b6a434765131e2,ScYAN5727AARmlaF,AKIAAD357PIKOGS3Y59U,SkhByffYgi0gUuu5zznJ2xnBCyYdDU9dDDZA8Bug,AIzaefbzCvA-Sb_8rc9NxTmmdjombHmrJghu4-3,xoxb-2633221925-8788812484-bl7gSAfcrXzhvVXEOFyA2SYV,-----BEGIN RSA PRIVATE KEY----- MEVYltvEwADd6rJ2Ex5a5Ncph/nYGL5CViScz+7eRk/cWOjOlG...,mongodb://bryan41:*5VNc68m6lmg@192.168.1.50:3306/production_db,162.11.157.163,Locked
19966,elizabeth86,elizabeth86@hotmail.com,R6RTBtJm(9KN,eb471d1ff50f42bd3314e35eff0f585d122ac314c5e97a1d4800fa5fbc1b78fd,mL0B3IfGfMbfKRSE,AKIAM2O7XU7FHP7FKVLH,2+ej6xQpNWsla2EsX2qx21+gBmD3DHWEW7Cgo1pu,AIzaAy3CefMhND7wgpppEwRxpGq4mmTxEkEyuoY,xoxb-9283322216-4210547487-OJa4kWpytQxdQt8AP3TX6y72,-----BEGIN RSA PRIVATE KEY----- NNLOsOqSfHDhXTjYnqc9NXepevV+JSm0YNIbnQXrdjMIR38TrG...,postgresql://elizabeth86:R6RTBtJm(9KN@10.0.0.5:5432/production_db,62.224.155.38,Compromised
42144,tyler47,tyler47@hotmail.com,WN@R*ep__58L,7a5bdec3ea04b3bd277126bfa4ce415e964c92ca9ee2e805c37baa0f9b3400e8,R9zZOSn93o0NJKWB,AKIAWFZM061VDALOHK2N,k5GZGtl4CKtT0Q/aIgUk0n9xlYXrvKQdlsTGNbWe,AIzaddu0BEb6nrl9LHGPJ91PPamvCUiLLSx7b5-,xoxb-6496565976-8143446505-lwqGbvXydbmTZud064OMYVAj,-----BEGIN RSA PRIVATE KEY----- b4H5/9WAg6pjGkPKv7HIwdCx+XQsuD9qnoeDcWmRoEKcN2SnTT...,mysql://tyler47:WN@R*ep__58L@localhost:27017/production_db,185.145.240.202,Compromised
48606,lindsey84,lindsey84@hotmail.com,cmDS$N3(@93t,fecee1071cfe1040c4a8805a4bde5fcf03ee731aa22b695c23b9d0d756c8f12b,yMK0hxJHWaQ0d9AJ,AKIAE8NI8B80DZI9I8I3,C3IioSBqNH8XGCecq0RFaU6KoSB2IpOH/uwJOKzV,AIza505OIkyK_r3U70O-oVZp7DL7DZ5Z-72ltIR,xoxb-5071237501-9748770028-G33l9E3K3l1v1wYAREiOU6WY,-----BEGIN RSA PRIVATE KEY----- XhsCrw1UBQapzGaHMdl4AmXbf4V4EulbbiV28PEz0iTj4Ibn4+...,jdbc:sqlserver://lindsey84:cmDS$N3(@93t@192.168.1.50:1433/production_db,176.171.29.6,Compromised
92179,monica88,monica88@hotmail.com,9+Y%Xs7eYg43,0ee61d73ae066cff6f716a551756a24b99353af475a0be54d944a06e1c2de58b,ZSMbL4AOxS0BZWR9,AKIA6S8CAAYCZSQDWT9V,A+7rQwHheEbIJEo9McOrHczFE43/NTA3+OkTYp7P,AIzae-eK8O9_GFo6Fcjv0uaQVdZWJCeLx8up0lh,xoxb-9388196786-9462198788-4R97G5uCYL8zROYxFFhgGL9w,-----BEGIN RSA PRIVATE KEY----- YOUj2V5Uiyz0W94HDNj3mTEEbxr2lv3aQotEJggoFAyAyW9h9F...,mongodb://monica88:9+Y%Xs7eYg43@192.168.1.50:5432/production_db,123.207.50.1,Compromised
52582,vanessa12,vanessa12@yahoo.com,gcDgyedXrC4@,261ea9b131aefda1499b95c0d3dbc296e60def16b737b39d5518914471f5e31e,sbttNwMBThI7UvSy,AKIAGI1P1MD20CR8V8CV,njaM3UlXxRQzn1n9emQG1BdLMN/loMiWztjiPJ6T,AIzabVY4zt3iZQMNUKHdxZ44ByRVw1Nx2O8dbAz,xoxb-4296404742-7672248329-v8Xgnvt3o3cxCOtQsDYLAn5l,-----BEGIN RSA PRIVATE KEY----- z1aq5azmCroTW4MudZCjosQDZDASiNADNIRW9xBEVOpRXghRYy...,mongodb://vanessa12:gcDgyedXrC4@@10.0.0.5:27017/production_db,33.241.178.61,Compromised
35112,michael96,michael96@gmail.com,c_g01Uu3Xs9!,4af2ca6da15d86c999d48fe6a1f81184e886caf01e990136e61ce7c139b0f37a,d6MDhZwhZaczPMVA,AKIAFCOFY3LNXIXGN76B,I5CI/PsbrFKiWgZKaeDeeKIreX+8zgN3qCwEaNoV,AIzaRsYIVqcbbyQF4b0msVPvT0aD_f5CfCfS7Mp,xoxb-6451047226-4830683784-Zwk8CA6u8ubwdU2H0SG0YPKF,-----BEGIN RSA PRIVATE KEY----- Rr8ncICG2jbl/gEvu71S7TtxkP+HYa7ct90on1v5ywp2SOh6c7...,postgresql://michael96:c_g01Uu3Xs9!@10.0.0.5:1433/production_db,183.76.136.107,Compromised
13135,michelle60,michelle60@hotmail.com,(sEMsvkVTxF4,acb4e24890322bde9bf09b99785f5fe8c585d0921faceff8980923c48d74b599,Q0HX16gg9BSXlGQM,AKIAABJSDJRCQ0SEESDW,U5cj65Ou63EFhCIo++rSh3PqYyXAQRlKQZ0zQMT0,AIzaNOjPPjyyQFc20Oa-r766pmOLXKeswdZ6CGl,xoxb-2048534504-5447946074-0mkjo7cahcYgcVm5fPISVtvQ,-----BEGIN RSA PRIVATE KEY----- EWGLC9XZF7Hi7qcAuxLb1e4QxZqCGIcOcRAL3jviWGJh2hyIJA...,jdbc:sqlserver://michelle60:(sEMsvkVTxF4@db-prod.internal:3306/production_db,157.183.244.123,Compromised
64316,katelyn67,katelyn67@gmail.com,d2EY+i&lK5@),a2206b01b477d32357679fbd6f26f274a3072ec89c2d489bd758fb7432d94700,ULyDFruKll8I4A7H,AKIAL9P69364QYRAA7H0,qooCRgfRJc1JTt9deQR1ijvuOM/0WcfeU9TFyrRY,AIzad0SFQecBujjt6O-wAKaxsCIkhm_2W_WEwIX,xoxb-1953829334-9822498156-nkPv9RcuUF2GD8WfwJDBZ8qx,-----BEGIN RSA PRIVATE KEY----- ejnwtHcFHgM+UhhbPr3VhtvlecR1Jnt7pKZ2m0jV2yFi0Ql6i9...,postgresql://katelyn67:d2EY+i&lK5@)@localhost:27017/production_db,187.120.215.142,Locked
41097,nathan66,nathan66@yahoo.com,!7B1JUzl+Zla,6e2a133fa57dc430da319d232dc5a8d04ec17d880d6d8e01c06caad6c9abf624,KKRZA38iJZPFGJSU,AKIATWGVLPUWBR0DOB8I,qiPS456hzByunfx+At49Le/H3zz4PiEoKwnqPGQ/,AIzanFLP9MU2SCzRfPUL_B9eisZH5WGgka7lMkR,xoxb-3607923432-1376023095-vEa1SrojWnO2RvsEQ6jxAIxZ,-----BEGIN RSA PRIVATE KEY----- OtRaEOZ9o5UhcBVKtCaGSuFQK9towCyDTiJdyG1FkYM5WAwwFf...,postgresql://nathan66:!7B1JUzl+Zla@localhost:1433/production_db,139.70.167.51,Active
23559,stacey27,stacey27@yahoo.com,7dRLUOyF^$9B,8b6a91c26fce9d1d6ab0fdb87c69c1ac8b14cd1df1383346dc5bf76af6129b38,59OkjLgPAqWWbZdk,AKIAYYQGGGOUTM0CUEIQ,9HuI2aty9F3IDRXn9f7gHAL3s7qzGE+UwSEodEJF,AIzalV-ScfGHeAvnnqOCWcaRJptxjUqDnzdtY-p,xoxb-4419701197-3076828136-iWvID4BO3CI7VBdBKN7yk1Ml,-----BEGIN RSA PRIVATE KEY----- oP0Mk3zZTRR7XKXkSydVxXp/mcAvYD18Ex2EqA3NkEzJuqdj3e...,jdbc:sqlserver://stacey27:7dRLUOyF^$9B@192.168.1.50:27017/production_db,146.76.105.35,Active
29363,karen11,karen11@yahoo.com,)J5o24UeqMqF,118cb4ad7d92e4c6b22ca9ac40bf88446280ada85664e4c7540da9874cab4edd,zyHR14RwhMprAxKP,AKIAQ8IFVT5K07SP2ETR,dx6UEb3N0F3cIXDa8ZZdD737tvGrMq6aGQOhKM+u,AIzaeVvpBHMGV0r1Ex6OjDn4A2t4ofOLTeE_o2K,xoxb-3813786484-2283085107-Lsi4CHG0n6sgx0BPyvo1W0AL,-----BEGIN RSA PRIVATE KEY----- binWtib7sUhKDaKGar/xhoRiZUvML69zWYC6SHGmugVXfLeTBu...,mysql://karen11:)J5o24UeqMqF@192.168.1.50:1433/production_db,52.100.179.81,Locked
56785,jamie60,jamie60@gmail.com,@7%DaQ^l1&VX,116009cfee8df785da8d70d96e039a01946bd0e85cb82cfed215194427f3490c,uoL0bpH9GEH8mDSJ,AKIAYFSS61VMZKQUVBVM,sBTncFUwPjA2lU3JNPgD/Sx3sYST7vBR8K91oExn,AIza4FvBHyZ1RwrZNQKEpkWPZ9lVgK5epS26KrW,xoxb-8767749053-3048782920-L0T0aFDT7ofljjm36RtK5o23,-----BEGIN RSA PRIVATE KEY----- vK3gOlx/aqi5Kxp4Xscrpg8bXlsGeB4cI2CVSM40u4JOnU4R9L...,jdbc:sqlserver://jamie60:@7%DaQ^l1&VX@localhost:3306/production_db,60.202.119.241,Compromised
74651,cynthia68,cynthia68@gmail.com,@m!5BVLd$KI0,79c3de62def635e138612adb56513a25586460248a028f556ebbffc86bf6f2a8,zUVjrJZ7MYPC1RkR,AKIAN76FCZCYHNWAO7ZQ,7AME4NIfNRMwYoiAHyg8YbCcIu8UTj7vL8oPfrZ+,AIzaQB_3UuAFnOsutGvIEnFpSxmAULPqO5du35j,xoxb-9495498510-1615326326-XPthxZPIFdrrDtc3e0MdD7QG,-----BEGIN RSA PRIVATE KEY----- VsZdcFSbiYpN8XanxEUDoXsKkf9PtMeBOFpiUk9XBRLY42r7hm...,mysql://cynthia68:@m!5BVLd$KI0@192.168.1.50:5432/production_db,152.221.118.116,Locked
70901,zachary5,zachary5@hotmail.com,&5gyBqi^zlE1,884c4b46751ef7baf2fda88edb52a6627ca8af849e30722b88bc8288f187f21e,S9mTtTAKTatKZKC8,AKIAFRCQO3PL1P6UZTUS,oYADymVzlvY8Keu42Pkv9YvVuHgHYUWWZxUS1fgS,AIzayfQiq-5rbMCn3oWP-PZycje31SzbtZiVRX9,xoxb-1258553561-8505783250-ues75NBcxVlcVfJjo4rnVosl,-----BEGIN RSA PRIVATE KEY----- kUq6f7KUtjPNQqM4Z4rLYBBK7wcRmRfQy7pYf/39sqdV+99fun...,mongodb://zachary5:&5gyBqi^zlE1@10.0.0.5:27017/production_db,160.239.148.53,Compromised
